reading_id,machine_id,timestamp,temperature,vibration,pressure,runtime_hours,energy_consumption,operating_load
R00007600,M0022,2024-01-10T18:00:00,70.57,5.019,136.35,12122.98,53.89,0.627
R00007601,M0022,2024-01-11T00:00:00,70.25,4.26,143.83,12126.17,51.41,0.532
R00007602,M0022,2024-01-11T06:00:00,73.56,4.892,141.58,12130.09,54.43,0.653
R00007603,M0022,2024-01-11T12:00:00,73.65,4.673,144.66,12134.4,52.23,0.719
R00007604,M0022,2024-01-11T18:00:00,71.34,4.854,139.95,12138.56,51.38,0.694
R00007605,M0022,2024-01-12T00:00:00,73.9,5.239,161.84,12142.31,55.15,0.625
R00007606,M0022,2024-01-12T06:00:00,73.6,4.455,148.31,12145.58,49.58,0.544
R00007607,M0022,2024-01-12T12:00:00,72.61,4.497,157.82,12150.08,54.46,0.75
R00007608,M0022,2024-01-12T18:00:00,71.52,4.678,154.51,12153.07,51.13,0.498
R00007609,M0022,2024-01-13T00:00:00,70.69,4.202,158.09,12156.12,50.2,0.508
R00007610,M0022,2024-01-13T06:00:00,76.26,4.391,159.91,12159.71,54.61,0.599
R00007611,M0022,2024-01-13T12:00:00,74.47,4.646,154.32,12164.5,55.4,0.798
R00007612,M0022,2024-01-13T18:00:00,72.93,4.517,147.62,12168.8,54.88,0.716
R00007613,M0022,2024-01-14T00:00:00,71.79,4.398,159.84,12172.39,52.57,0.598
R00007614,M0022,2024-01-14T06:00:00,74.24,4.901,157.34,12177.71,56.88,0.887
R00007615,M0022,2024-01-14T12:00:00,72.87,4.865,154.4,12182.64,54.12,0.822
R00007616,M0022,2024-01-14T18:00:00,73.21,4.579,150.99,12185.78,54.75,0.524
R00007617,M0022,2024-01-15T00:00:00,72.59,4.645,151.7,12189.89,49.67,0.684
R00007618,M0022,2024-01-15T06:00:00,75.19,4.527,150.81,12194.08,51.94,0.699
R00007619,M0022,2024-01-15T12:00:00,71.41,4.602,155.61,12197.86,52.41,0.63
R00007620,M0022,2024-01-15T18:00:00,71.45,4.436,154.22,12202.23,57.35,0.727
R00007621,M0022,2024-01-16T00:00:00,73.0,4.666,157.8,12206.67,55.31,0.741
R00007622,M0022,2024-01-16T06:00:00,74.05,4.643,154.37,12210.47,53.35,0.634
R00007623,M0022,2024-01-16T12:00:00,73.91,4.848,155.01,12214.21,54.66,0.622
R00007624,M0022,2024-01-16T18:00:00,73.24,4.43,154.69,12218.21,54.63,0.668
R00007625,M0022,2024-01-17T00:00:00,72.91,4.477,154.21,12221.29,51.7,0.513
R00007626,M0022,2024-01-17T06:00:00,75.01,4.749,153.39,12225.7,60.36,0.735
R00007627,M0022,2024-01-17T12:00:00,72.02,4.45,157.2,12228.22,54.07,0.42
R00007628,M0022,2024-01-17T18:00:00,72.99,4.398,154.16,12232.36,52.77,0.69
R00007629,M0022,2024-01-18T00:00:00,72.11,4.268,146.46,12236.14,55.28,0.63
R00007630,M0022,2024-01-18T06:00:00,75.36,4.879,155.17,12241.45,55.59,0.884
R00007631,M0022,2024-01-18T12:00:00,73.03,4.515,155.94,12245.22,52.85,0.628
R00007632,M0022,2024-01-18T18:00:00,70.63,4.444,151.78,12248.53,52.31,0.552
R00007633,M0022,2024-01-19T00:00:00,74.78,4.463,150.4,12251.66,54.02,0.523
R00007634,M0022,2024-01-19T06:00:00,75.65,5.01,153.62,12256.1,58.99,0.74
R00007635,M0022,2024-01-19T12:00:00,70.3,4.768,151.15,12259.24,50.27,0.523
R00007636,M0022,2024-01-19T18:00:00,73.43,4.559,153.77,12263.23,50.48,0.665
R00007637,M0022,2024-01-20T00:00:00,74.53,4.529,148.72,12266.94,52.92,0.618
R00007638,M0022,2024-01-20T06:00:00,76.45,4.375,155.61,12270.56,55.06,0.603
R00007639,M0022,2024-01-20T12:00:00,72.64,4.393,159.46,12274.17,51.45,0.602
R00007640,M0022,2024-01-20T18:00:00,70.59,4.497,152.91,12277.52,53.7,0.558
R00007641,M0022,2024-01-21T00:00:00,76.29,4.352,147.65,12281.2,56.88,0.614
R00007642,M0022,2024-01-21T06:00:00,77.4,4.391,148.45,12285.2,56.65,0.666
R00007643,M0022,2024-01-21T12:00:00,76.13,4.642,155.89,12288.83,54.98,0.604
R00007644,M0022,2024-01-21T18:00:00,71.15,4.575,154.52,12292.78,51.81,0.659
R00007645,M0022,2024-01-22T00:00:00,77.99,4.637,150.06,12295.92,57.56,0.524
R00007646,M0022,2024-01-22T06:00:00,79.16,4.614,161.46,12300.42,54.96,0.75
R00007647,M0022,2024-01-22T12:00:00,82.16,4.442,158.58,12304.04,55.37,0.603
R00007648,M0022,2024-01-22T18:00:00,79.93,4.472,154.47,12308.15,58.61,0.685
R00007649,M0022,2024-01-23T00:00:00,83.67,4.58,151.82,12311.58,57.74,0.571
R00007650,M0022,2024-01-23T06:00:00,83.37,4.629,160.01,12316.86,56.81,0.88
R00007651,M0022,2024-01-23T12:00:00,81.72,4.535,147.95,12320.83,57.94,0.661
R00007652,M0022,2024-01-23T18:00:00,79.69,4.769,159.35,12325.3,58.89,0.746
R00007653,M0022,2024-01-24T00:00:00,84.18,4.349,160.45,12329.08,59.73,0.63
R00007654,M0022,2024-01-24T06:00:00,83.28,4.388,153.92,12332.19,56.82,0.517
R00007655,M0022,2024-01-24T12:00:00,84.37,4.547,152.59,12335.46,58.79,0.546
R00007656,M0022,2024-01-24T18:00:00,81.38,4.379,155.24,12338.84,57.42,0.564
R00007657,M0022,2024-01-25T00:00:00,84.44,4.956,159.78,12342.64,55.17,0.634
R00007658,M0022,2024-01-25T06:00:00,87.99,4.426,154.31,12346.94,59.11,0.716
R00007659,M0022,2024-01-25T12:00:00,84.64,4.468,151.97,12351.39,58.4,0.742
R00007660,M0022,2024-01-25T18:00:00,84.76,4.437,153.48,12355.15,60.68,0.626
R00007661,M0022,2024-01-26T00:00:00,88.85,4.627,162.58,12359.86,58.6,0.785
R00007662,M0022,2024-01-26T06:00:00,93.38,4.542,162.15,12364.59,67.06,0.788
R00007663,M0022,2024-01-26T12:00:00,88.26,4.452,151.3,12368.39,65.94,0.633
R00007664,M0022,2024-01-26T18:00:00,88.27,4.859,155.62,12372.93,59.12,0.757
R00007665,M0022,2024-01-27T00:00:00,86.33,4.847,153.03,12377.45,57.2,0.754
R00007666,M0022,2024-01-27T06:00:00,92.55,4.317,159.2,12381.46,62.78,0.668
R00007667,M0022,2024-01-27T12:00:00,91.4,4.516,149.7,12386.0,62.85,0.758
R00007668,M0022,2024-01-27T18:00:00,91.93,4.256,155.82,12389.52,61.76,0.587
R00007669,M0022,2024-01-28T00:00:00,91.0,4.495,151.91,12394.74,58.35,0.869
R00007670,M0022,2024-01-28T06:00:00,96.33,4.216,152.23,12398.08,64.46,0.557
R00007671,M0022,2024-01-28T12:00:00,94.88,4.419,156.13,12402.18,62.27,0.683
R00007672,M0022,2024-01-28T18:00:00,91.15,4.418,159.06,12406.89,61.84,0.785
R00007673,M0022,2024-01-29T00:00:00,98.61,4.755,154.13,12410.62,63.05,0.623
R00007674,M0022,2024-01-29T06:00:00,97.37,4.56,153.68,12413.3,59.74,0.446
R00007675,M0022,2024-01-29T12:00:00,95.47,4.367,161.5,12417.43,65.05,0.688
R00007676,M0022,2024-01-29T18:00:00,95.28,4.492,151.73,12421.83,64.93,0.733
R00007677,M0022,2024-01-30T00:00:00,95.9,4.564,145.32,12425.72,62.59,0.649
R00007678,M0022,2024-01-30T06:00:00,77.37,4.515,151.96,12430.14,56.2,0.737
R00007679,M0022,2024-01-30T12:00:00,75.94,4.644,157.75,12434.35,55.9,0.702
R00007680,M0022,2024-01-30T18:00:00,68.28,4.307,155.69,12437.67,50.14,0.552
R00007681,M0022,2024-01-31T00:00:00,72.11,4.57,159.82,12442.07,55.79,0.733
R00007682,M0022,2024-01-31T06:00:00,73.32,4.601,157.03,12445.88,55.6,0.636
R00007683,M0022,2024-01-31T12:00:00,71.15,4.286,159.16,12449.79,50.94,0.65
R00007684,M0022,2024-01-31T18:00:00,74.12,4.407,153.53,12453.84,51.6,0.675
R00007685,M0022,2024-02-01T00:00:00,72.23,4.895,150.89,12458.27,55.28,0.739
R00007686,M0022,2024-02-01T06:00:00,71.6,4.353,152.3,12461.25,50.47,0.496
R00007687,M0022,2024-02-01T12:00:00,75.88,4.716,153.28,12465.05,57.24,0.635
R00007688,M0022,2024-02-01T18:00:00,68.37,4.99,150.62,12469.15,49.81,0.683
R00007689,M0022,2024-02-02T00:00:00,72.34,4.469,155.88,12473.35,55.38,0.7
R00007690,M0022,2024-02-02T06:00:00,75.23,4.549,155.85,12476.76,57.19,0.568
R00007691,M0022,2024-02-02T12:00:00,73.25,4.558,148.78,12481.26,51.02,0.75
R00007692,M0022,2024-02-02T18:00:00,73.82,4.768,154.44,12485.58,56.12,0.721
R00007693,M0022,2024-02-03T00:00:00,72.17,4.457,153.84,12489.2,53.58,0.602
R00007694,M0022,2024-02-03T06:00:00,74.27,4.349,151.8,12492.57,52.69,0.562
R00007695,M0022,2024-02-03T12:00:00,71.62,4.298,152.56,12496.57,51.2,0.667
R00007696,M0022,2024-02-03T18:00:00,71.75,4.386,149.2,12499.31,53.74,0.456
R00007697,M0022,2024-02-04T00:00:00,71.97,4.391,152.01,12502.65,54.28,0.557
R00007698,M0022,2024-02-04T06:00:00,74.09,4.521,153.85,12506.4,53.14,0.626
R00007699,M0022,2024-02-04T12:00:00,74.95,4.687,149.15,12510.58,52.72,0.696
R00007700,M0022,2024-02-04T18:00:00,71.43,5.154,152.08,12515.26,54.26,0.78
R00007701,M0022,2024-02-05T00:00:00,74.23,4.594,157.25,12519.08,55.22,0.636
R00007702,M0022,2024-02-05T06:00:00,73.59,4.356,152.99,12522.25,54.19,0.528
R00007703,M0022,2024-02-05T12:00:00,73.7,4.384,163.13,12525.88,51.1,0.605
R00007704,M0022,2024-02-05T18:00:00,71.33,4.978,159.49,12531.68,53.84,0.967
R00007705,M0022,2024-02-06T00:00:00,72.63,4.445,155.06,12536.1,53.45,0.736
R00007706,M0022,2024-02-06T06:00:00,75.23,4.574,150.3,12539.83,56.95,0.622
R00007707,M0022,2024-02-06T12:00:00,71.15,4.685,146.23,12544.13,55.81,0.717
R00007708,M0022,2024-02-06T18:00:00,69.88,4.584,162.12,12548.61,50.1,0.746
R00007709,M0022,2024-02-07T00:00:00,70.09,4.574,153.06,12552.22,51.85,0.602
R00007710,M0022,2024-02-07T06:00:00,74.11,4.457,155.21,12556.39,53.34,0.695
R00007711,M0022,2024-02-07T12:00:00,72.57,4.287,155.84,12560.1,54.51,0.618
R00007712,M0022,2024-02-07T18:00:00,72.8,4.185,151.39,12563.13,50.74,0.505
R00007713,M0022,2024-02-08T00:00:00,78.33,5.124,156.18,12568.47,59.29,0.889
R00007714,M0022,2024-02-08T06:00:00,75.41,4.617,156.15,12573.47,60.18,0.834
R00007715,M0022,2024-02-08T12:00:00,73.75,4.956,155.22,12578.44,54.89,0.828
R00007716,M0022,2024-02-08T18:00:00,71.39,4.546,151.75,12582.27,50.33,0.639
R00007717,M0022,2024-02-09T00:00:00,73.02,4.588,156.72,12585.75,54.73,0.58
R00007718,M0022,2024-02-09T06:00:00,72.53,4.231,156.28,12588.76,51.42,0.502
R00007719,M0022,2024-02-09T12:00:00,74.84,4.446,148.61,12591.97,54.59,0.536
R00007720,M0022,2024-02-09T18:00:00,70.43,4.292,150.41,12595.96,51.56,0.664
R00007721,M0022,2024-02-10T00:00:00,69.63,4.627,148.72,12599.95,50.93,0.666
R00007722,M0022,2024-02-10T06:00:00,76.49,4.415,148.36,12604.64,54.7,0.78
R00007723,M0022,2024-02-10T12:00:00,72.74,4.676,161.36,12608.51,55.49,0.646
R00007724,M0022,2024-02-10T18:00:00,73.06,4.455,143.53,12612.18,51.14,0.611
R00007725,M0022,2024-02-11T00:00:00,71.03,4.15,145.83,12614.63,49.55,0.409
R00007726,M0022,2024-02-11T06:00:00,73.84,4.469,156.55,12617.71,53.98,0.513
R00007727,M0022,2024-02-11T12:00:00,73.31,5.188,155.39,12622.79,55.25,0.847
R00007728,M0022,2024-02-11T18:00:00,69.66,4.701,149.76,12628.4,50.54,0.935
R00007729,M0022,2024-02-12T00:00:00,72.91,4.579,151.18,12631.06,54.95,0.443
R00007730,M0022,2024-02-12T06:00:00,75.9,4.762,160.49,12635.38,53.42,0.721
R00007731,M0022,2024-02-12T12:00:00,72.94,4.39,148.65,12639.72,53.04,0.723
R00007732,M0022,2024-02-12T18:00:00,73.49,4.663,144.53,12643.46,54.36,0.623
R00007733,M0022,2024-02-13T00:00:00,72.12,4.417,152.48,12646.65,51.99,0.532
R00007734,M0022,2024-02-13T06:00:00,76.26,4.686,156.6,12650.57,53.62,0.653
R00007735,M0022,2024-02-13T12:00:00,70.86,4.539,154.11,12654.99,53.81,0.736
R00007736,M0022,2024-02-13T18:00:00,70.5,4.389,155.97,12659.64,52.76,0.775
R00007737,M0022,2024-02-14T00:00:00,74.11,4.562,159.39,12664.13,56.26,0.749
R00007738,M0022,2024-02-14T06:00:00,72.96,4.299,154.93,12667.6,48.62,0.577
R00007739,M0022,2024-02-14T12:00:00,71.65,4.729,149.38,12671.09,53.8,0.582
R00007740,M0022,2024-02-14T18:00:00,70.32,4.735,152.73,12674.79,49.98,0.616
R00007741,M0022,2024-02-15T00:00:00,76.96,4.59,150.99,12679.77,58.53,0.83
R00007742,M0022,2024-02-15T06:00:00,78.46,5.098,146.79,12684.18,60.24,0.735
R00007743,M0022,2024-02-15T12:00:00,73.91,4.549,156.57,12688.05,56.56,0.646
R00007744,M0022,2024-02-15T18:00:00,69.36,4.662,150.16,12691.7,56.47,0.608
R00007745,M0022,2024-02-16T00:00:00,72.01,4.295,147.44,12695.22,49.67,0.586
R00007746,M0022,2024-02-16T06:00:00,72.54,5.258,154.41,12699.84,53.62,0.77
R00007747,M0022,2024-02-16T12:00:00,69.18,4.45,153.56,12704.14,49.99,0.716
R00007748,M0022,2024-02-16T18:00:00,73.53,4.305,154.93,12707.74,51.98,0.601
R00007749,M0022,2024-02-17T00:00:00,71.9,5.04,148.64,12710.89,51.26,0.524
R00007750,M0022,2024-02-17T06:00:00,74.79,4.162,149.82,12713.56,54.54,0.446
R00007751,M0022,2024-02-17T12:00:00,69.84,4.542,161.19,12716.5,53.39,0.489
R00007752,M0022,2024-02-17T18:00:00,70.61,4.533,155.25,12720.83,56.31,0.722
R00007753,M0022,2024-02-18T00:00:00,75.0,4.654,156.69,12725.13,54.05,0.717
R00007754,M0022,2024-02-18T06:00:00,76.05,4.494,150.23,12729.24,56.22,0.685
R00007755,M0022,2024-02-18T12:00:00,73.26,4.514,158.82,12733.17,55.57,0.655
R00007756,M0022,2024-02-18T18:00:00,70.79,4.464,156.17,12737.54,52.65,0.729
R00007757,M0022,2024-02-19T00:00:00,72.0,5.011,155.1,12741.86,55.13,0.72
R00007758,M0022,2024-02-19T06:00:00,77.88,4.692,150.87,12745.56,58.03,0.617
R00007759,M0022,2024-02-19T12:00:00,72.28,4.509,153.08,12749.74,54.17,0.696
R00007760,M0022,2024-02-19T18:00:00,73.28,4.791,153.69,12754.79,56.69,0.841
R00007761,M0022,2024-02-20T00:00:00,72.48,4.2,159.52,12757.78,55.77,0.499
R00007762,M0022,2024-02-20T06:00:00,73.37,4.55,152.62,12761.63,56.95,0.642
R00007763,M0022,2024-02-20T12:00:00,74.25,4.616,150.56,12765.92,53.58,0.716
R00007764,M0022,2024-02-20T18:00:00,70.31,4.876,150.31,12770.29,56.16,0.727
R00007765,M0022,2024-02-21T00:00:00,73.27,4.624,155.08,12774.06,53.68,0.629
R00007766,M0022,2024-02-21T06:00:00,74.37,4.512,152.36,12778.38,54.78,0.719
R00007767,M0022,2024-02-21T12:00:00,73.0,4.37,151.85,12782.22,53.47,0.64
R00007768,M0022,2024-02-21T18:00:00,72.29,4.339,150.76,12786.36,53.81,0.691
R00007769,M0022,2024-02-22T00:00:00,71.25,4.818,152.04,12790.82,53.91,0.744
R00007770,M0022,2024-02-22T06:00:00,74.56,4.167,143.1,12793.39,50.62,0.428
R00007771,M0022,2024-02-22T12:00:00,69.92,4.609,154.42,12797.21,54.27,0.637
R00007772,M0022,2024-02-22T18:00:00,71.39,4.437,152.33,12800.55,53.5,0.557
R00007773,M0022,2024-02-23T00:00:00,74.45,4.339,152.15,12804.53,56.16,0.662
R00007774,M0022,2024-02-23T06:00:00,75.7,4.856,154.0,12809.24,56.2,0.786
R00007775,M0022,2024-02-23T12:00:00,72.9,4.405,151.26,12813.27,51.81,0.67
R00007776,M0022,2024-02-23T18:00:00,73.42,4.591,155.54,12817.36,57.13,0.682
R00007777,M0022,2024-02-24T00:00:00,71.45,4.42,153.76,12821.39,52.25,0.672
R00007778,M0022,2024-02-24T06:00:00,76.87,4.956,153.95,12825.81,50.8,0.737
R00007779,M0022,2024-02-24T12:00:00,72.88,4.91,159.5,12829.77,56.71,0.66
R00007780,M0022,2024-02-24T18:00:00,69.0,4.595,158.93,12833.16,50.16,0.564
R00007781,M0022,2024-02-25T00:00:00,71.35,4.702,154.89,12836.93,53.89,0.628
R00007782,M0022,2024-02-25T06:00:00,71.36,4.19,151.74,12839.48,50.8,0.425
R00007783,M0022,2024-02-25T12:00:00,71.03,4.558,156.47,12843.9,52.36,0.737
R00007784,M0022,2024-02-25T18:00:00,69.56,4.612,147.47,12848.12,48.72,0.704
R00007785,M0022,2024-02-26T00:00:00,73.59,4.294,157.96,12851.83,52.9,0.618
R00007786,M0022,2024-02-26T06:00:00,74.22,4.487,152.58,12854.45,48.63,0.437
R00007787,M0022,2024-02-26T12:00:00,74.14,4.475,152.78,12858.29,54.29,0.64
R00007788,M0022,2024-02-26T18:00:00,70.51,4.472,150.68,12861.98,51.37,0.615
R00007789,M0022,2024-02-27T00:00:00,73.26,4.269,147.78,12864.96,54.66,0.496
R00007790,M0022,2024-02-27T06:00:00,73.5,4.58,152.38,12868.91,51.0,0.659
R00007791,M0022,2024-02-27T12:00:00,72.14,5.414,152.86,12873.53,51.54,0.769
R00007792,M0022,2024-02-27T18:00:00,72.16,4.516,156.71,12878.67,51.75,0.857
R00007793,M0022,2024-02-28T00:00:00,75.0,4.667,158.03,12881.22,55.02,0.426
R00007794,M0022,2024-02-28T06:00:00,74.1,5.096,151.24,12885.32,54.2,0.683
R00007795,M0022,2024-02-28T12:00:00,72.25,4.723,154.09,12889.75,55.87,0.738
R00007796,M0022,2024-02-28T18:00:00,75.87,5.102,159.34,12894.98,55.23,0.871
R00007797,M0022,2024-02-29T00:00:00,71.51,4.439,148.84,12898.35,47.84,0.561
R00007798,M0022,2024-02-29T06:00:00,77.2,4.442,151.33,12903.29,59.02,0.823
R00007799,M0022,2024-02-29T12:00:00,71.98,4.879,155.72,12907.23,53.49,0.657
R00007800,M0022,2024-02-29T18:00:00,71.64,4.519,154.79,12911.39,52.94,0.693
R00007801,M0022,2024-03-01T00:00:00,74.95,4.864,149.96,12915.74,58.09,0.725
R00007802,M0022,2024-03-01T06:00:00,75.56,4.376,155.54,12918.68,57.09,0.49
R00007803,M0022,2024-03-01T12:00:00,73.14,4.346,152.34,12922.82,56.35,0.69
R00007804,M0022,2024-03-01T18:00:00,67.55,4.596,157.04,12926.77,52.03,0.658
R00007805,M0022,2024-03-02T00:00:00,70.67,4.502,154.03,12930.27,48.83,0.583
R00007806,M0022,2024-03-02T06:00:00,75.3,4.784,157.01,12934.57,54.3,0.717
R00007807,M0022,2024-03-02T12:00:00,70.7,4.631,153.6,12937.47,53.7,0.484
R00007808,M0022,2024-03-02T18:00:00,71.76,4.773,156.97,12941.08,51.31,0.601
R00007809,M0022,2024-03-03T00:00:00,75.77,4.169,152.64,12943.79,49.66,0.453
R00007810,M0022,2024-03-03T06:00:00,76.8,4.421,157.9,12948.23,58.36,0.738
R00007811,M0022,2024-03-03T12:00:00,69.75,4.745,160.84,12952.59,53.65,0.728
R00007812,M0022,2024-03-03T18:00:00,69.95,4.527,158.58,12956.67,56.07,0.68
R00007813,M0022,2024-03-04T00:00:00,74.53,4.585,154.4,12961.22,52.82,0.758
R00007814,M0022,2024-03-04T06:00:00,76.29,4.183,154.53,12964.3,54.58,0.514
R00007815,M0022,2024-03-04T12:00:00,73.86,4.563,151.28,12968.49,57.21,0.699
R00007816,M0022,2024-03-04T18:00:00,71.28,4.645,152.69,12972.02,51.86,0.589
R00007817,M0022,2024-03-05T00:00:00,74.38,4.325,161.44,12976.06,56.06,0.673
R00007818,M0022,2024-03-05T06:00:00,74.63,4.408,156.45,12979.93,51.91,0.645
R00007819,M0022,2024-03-05T12:00:00,71.45,4.541,158.71,12984.37,54.51,0.74
R00007820,M0022,2024-03-05T18:00:00,66.88,4.288,142.6,12986.85,51.16,0.414
R00007821,M0022,2024-03-06T00:00:00,75.64,4.467,156.5,12991.52,56.14,0.778
R00007822,M0022,2024-03-06T06:00:00,75.29,4.653,155.29,12994.57,53.48,0.508
R00007823,M0022,2024-03-06T12:00:00,75.77,4.769,158.52,12999.08,52.82,0.751
R00007824,M0022,2024-03-06T18:00:00,72.65,4.695,156.28,13003.36,57.79,0.714
R00007825,M0022,2024-03-07T00:00:00,72.96,4.303,155.79,13006.18,55.97,0.469
R00007826,M0022,2024-03-07T06:00:00,76.94,4.503,152.48,13009.61,53.37,0.572
R00007827,M0022,2024-03-07T12:00:00,73.72,4.433,151.76,13013.76,55.68,0.692
R00007828,M0022,2024-03-07T18:00:00,73.14,4.859,150.53,13017.51,54.72,0.625
R00007829,M0022,2024-03-08T00:00:00,74.17,4.855,158.11,13022.17,54.5,0.777
R00007830,M0022,2024-03-08T06:00:00,73.35,4.592,152.55,13026.33,56.42,0.692
R00007831,M0022,2024-03-08T12:00:00,72.17,4.421,149.7,13030.21,57.28,0.646
R00007832,M0022,2024-03-08T18:00:00,70.46,4.452,154.2,13034.35,55.15,0.69
R00007833,M0022,2024-03-09T00:00:00,71.95,4.235,159.04,13037.78,54.8,0.572
R00007834,M0022,2024-03-09T06:00:00,75.93,4.937,160.19,13042.85,58.47,0.845
R00007835,M0022,2024-03-09T12:00:00,72.57,5.004,153.72,13047.38,56.44,0.755
R00007836,M0022,2024-03-09T18:00:00,69.39,4.373,155.34,13051.85,52.5,0.744
R00007837,M0022,2024-03-10T00:00:00,75.63,4.582,149.11,13055.84,54.11,0.666
R00007838,M0022,2024-03-10T06:00:00,76.8,4.574,158.09,13060.35,56.78,0.752
R00007839,M0022,2024-03-10T12:00:00,71.19,4.692,152.65,13064.03,55.07,0.613
R00007840,M0022,2024-03-10T18:00:00,71.5,4.686,163.98,13068.21,52.21,0.696
R00007841,M0022,2024-03-11T00:00:00,74.89,4.321,151.01,13072.31,56.35,0.683
R00007842,M0022,2024-03-11T06:00:00,77.07,4.277,151.83,13075.44,51.71,0.523
R00007843,M0022,2024-03-11T12:00:00,72.33,4.857,153.84,13078.7,54.57,0.543
R00007844,M0022,2024-03-11T18:00:00,75.57,4.484,160.26,13082.98,54.54,0.712
R00007845,M0022,2024-03-12T00:00:00,72.55,4.264,155.49,13086.53,48.23,0.593
R00007846,M0022,2024-03-12T06:00:00,73.99,4.562,149.18,13090.65,53.95,0.686
R00007847,M0022,2024-03-12T12:00:00,72.08,4.824,153.89,13094.33,52.36,0.613
R00007848,M0022,2024-03-12T18:00:00,69.39,4.423,152.69,13097.27,50.38,0.49
R00007849,M0022,2024-03-13T00:00:00,70.73,4.773,157.02,13100.33,55.57,0.511
R00007850,M0022,2024-03-13T06:00:00,74.77,4.875,156.77,13105.29,54.58,0.826
R00007851,M0022,2024-03-13T12:00:00,72.44,4.277,154.8,13108.89,53.12,0.601
R00007852,M0022,2024-03-13T18:00:00,73.4,4.305,153.01,13112.68,53.28,0.632
R00007853,M0022,2024-03-14T00:00:00,70.73,4.637,163.17,13116.63,49.88,0.658
R00007854,M0022,2024-03-14T06:00:00,75.66,4.674,155.6,13120.83,59.66,0.7
R00007855,M0022,2024-03-14T12:00:00,75.55,4.681,160.04,13125.01,55.69,0.696
R00007856,M0022,2024-03-14T18:00:00,70.93,4.387,155.14,13129.29,48.89,0.714
R00007857,M0022,2024-03-15T00:00:00,74.54,4.756,150.1,13133.22,57.57,0.654
R00007858,M0022,2024-03-15T06:00:00,74.67,4.475,154.86,13138.12,57.98,0.818
R00007859,M0022,2024-03-15T12:00:00,72.15,4.718,149.69,13141.79,52.81,0.611
R00007860,M0022,2024-03-15T18:00:00,73.99,4.725,151.39,13145.9,56.25,0.685
R00007861,M0022,2024-03-16T00:00:00,73.93,4.403,155.12,13150.41,51.57,0.752
R00007862,M0022,2024-03-16T06:00:00,77.5,4.767,151.08,13154.5,55.7,0.681
R00007863,M0022,2024-03-16T12:00:00,76.04,4.593,149.38,13158.3,56.99,0.633
R00007864,M0022,2024-03-16T18:00:00,72.26,4.308,155.15,13161.89,49.81,0.599
R00007865,M0022,2024-03-17T00:00:00,73.76,4.425,149.69,13166.21,55.0,0.72
R00007866,M0022,2024-03-17T06:00:00,74.45,4.539,157.62,13170.71,58.78,0.75
R00007867,M0022,2024-03-17T12:00:00,74.07,4.464,154.69,13175.35,52.23,0.773
R00007868,M0022,2024-03-17T18:00:00,73.13,4.296,151.46,13179.27,52.2,0.653
R00007869,M0022,2024-03-18T00:00:00,71.0,4.611,159.77,13183.27,51.28,0.667
R00007870,M0022,2024-03-18T06:00:00,74.93,4.38,153.6,13186.76,56.07,0.582
R00007871,M0022,2024-03-18T12:00:00,73.46,4.364,151.52,13189.76,57.24,0.5
R00007872,M0022,2024-03-18T18:00:00,71.47,4.567,150.14,13192.85,51.42,0.516
R00007873,M0022,2024-03-19T00:00:00,71.72,4.287,157.04,13196.63,52.22,0.629
R00007874,M0022,2024-03-19T06:00:00,77.86,4.529,156.78,13201.26,55.47,0.772
R00007875,M0022,2024-03-19T12:00:00,72.52,4.344,152.58,13203.55,54.1,0.381
R00007876,M0022,2024-03-19T18:00:00,71.86,4.763,156.02,13207.21,56.62,0.61
R00007877,M0022,2024-03-20T00:00:00,71.85,4.666,152.76,13212.12,52.34,0.818
R00007878,M0022,2024-03-20T06:00:00,77.72,4.461,147.04,13215.95,52.83,0.639
R00007879,M0022,2024-03-20T12:00:00,72.11,5.053,149.05,13220.28,55.35,0.723
R00007880,M0022,2024-03-20T18:00:00,71.03,4.592,158.13,13224.82,52.23,0.756
R00007881,M0022,2024-03-21T00:00:00,72.02,4.474,151.54,13228.76,51.04,0.657
R00007882,M0022,2024-03-21T06:00:00,76.83,4.479,157.84,13232.81,57.64,0.676
R00007883,M0022,2024-03-21T12:00:00,72.12,4.604,147.98,13236.86,56.45,0.675
R00007884,M0022,2024-03-21T18:00:00,68.22,4.699,154.04,13240.66,54.31,0.634
R00007885,M0022,2024-03-22T00:00:00,71.61,4.429,155.75,13244.51,52.67,0.641
R00007886,M0022,2024-03-22T06:00:00,77.32,4.609,150.91,13249.4,54.22,0.814
R00007887,M0022,2024-03-22T12:00:00,70.12,4.433,155.58,13254.21,52.41,0.802
R00007888,M0022,2024-03-22T18:00:00,72.01,4.498,157.29,13258.21,54.89,0.666
R00007889,M0022,2024-03-23T00:00:00,71.6,4.312,161.83,13262.11,51.49,0.65
R00007890,M0022,2024-03-23T06:00:00,72.86,4.732,153.26,13267.14,57.3,0.838
R00007891,M0022,2024-03-23T12:00:00,75.38,4.417,153.81,13271.19,54.3,0.676
R00007892,M0022,2024-03-23T18:00:00,70.64,4.652,152.04,13276.55,55.71,0.893
R00007893,M0022,2024-03-24T00:00:00,75.52,4.224,154.53,13279.82,55.02,0.544
R00007894,M0022,2024-03-24T06:00:00,75.11,4.324,155.93,13283.82,52.94,0.668
R00007895,M0022,2024-03-24T12:00:00,73.91,4.209,145.47,13287.19,52.43,0.561
